ID,Type,Name,Count
6168,N,Photo,37298
6169,B,Python,5
6170,C,Photo,2
6171,C,Doll,37298
6172,C,Sony,15
6173,C,Free,15
6174,N,Doll,14
6175,C,Sony,66351737
6176,C,Free,15
6177,A,Apple,9
6178,A,Book,1
6179,C,Camera,3
6180,-,Python,23912
6181,B,Free,23912
6182,A,Apple,12
6183,A,Sony,5
6184,C,Fantacy,2
6185,-,Camera,1092109
6186,N,Apple,9
6187,A,Apple,14
6188,N,Free,37298
6189,-,Free,23912
6190,B,Doll,1
6191,-,Fantacy,7
6192,C,Free,3000000
6193,N,Camera,5
6194,C,Photo,4
6195,N,Openmpi,1092109
6196,C,Python,37298
6197,B,Camera,8
6198,A,Doll,2
6199,C,Doll,23912
6200,-,Sony,2
6201,A,Camera,4
6202,N,Camera,8
6203,N,Sony,1
6204,-,Book,13
6205,-,Doll,8
6206,B,Free,12
6207,C,Book,4
6208,C,Python,7
6209,A,Photo,3000000
6210,-,Sony,4
6211,-,Apple,5
6212,-,Photo,11
6213,B,Camera,2
6214,A,Apple,5
6215,N,Sony,13
6216,-,Free,15
6217,C,Openmpi,1
6218,B,Free,13
6219,C,Apple,11
6220,B,Openmpi,7
6221,B,Photo,2
6222,N,Camera,7
6223,N,Free,4
6224,N,Free,3000000
6225,-,Camera,15
6226,A,Photo,1
6227,-,Free,1092109
6228,N,Camera,8
6229,N,Photo,4
6230,C,Sony,3
6231,A,Python,66351737
6232,A,Sony,1
6233,C,Apple,10
6234,C,Sony,3000000
6235,B,Fantacy,12
6236,A,Camera,3
6237,-,Free,8
6238,A,Openmpi,2
6239,C,Apple,8
6240,B,Python,15
6241,B,Openmpi,14
6242,-,Camera,1
6243,C,Apple,13
6244,B,Book,14
6245,C,Free,66351737
6246,B,Apple,12
6247,B,Camera,37298
6248,N,Doll,14
6249,-,Apple,6
6250,C,Openmpi,6
6251,B,Sony,2
6252,C,Openmpi,8
6253,A,Doll,8
6254,N,Photo,9
6255,C,Openmpi,14
6256,B,Free,66351737
6257,-,Free,6
6258,-,Sony,14
6259,-,Doll,37298
6260,A,Openmpi,5
6261,C,Fantacy,9
6262,B,Python,1
6263,C,Sony,66351737
6264,A,Photo,15
6265,N,Book,6
6266,N,Free,3
6267,B,Book,2
6268,N,Openmpi,2
6269,A,Doll,66351737
6270,C,Python,10
6271,N,Photo,3000000
6272,B,Python,6
6273,N,Photo,66351737
6274,N,Fantacy,1092109
6275,A,Apple,15
6276,A,Python,8
6277,N,Book,3000000
6278,B,Doll,11
6279,A,Doll,9
6280,B,Sony,11
6281,N,Book,9
6282,-,Sony,9
6283,C,Python,66351737
6284,-,Sony,10
6285,B,Openmpi,3
6286,N,Python,4
6287,C,Photo,1
6288,N,Camera,3
6289,B,Apple,9
6290,B,Book,5
6291,B,Camera,66351737
6292,B,Sony,23912
6293,C,Book,2
6294,-,Apple,1092109
6295,N,Book,2
6296,B,Photo,9
6297,-,Openmpi,23912
6298,-,Apple,1
6299,B,Photo,6
6300,-,Apple,23912
6301,-,Apple,9
6302,-,Openmpi,3
6303,C,Python,7
6304,C,Doll,14
6305,A,Doll,13
6306,C,Photo,8
6307,C,Fantacy,3000000
6308,B,Sony,15
6309,A,Free,9
6310,A,Book,14
6311,N,Doll,8
6312,C,Camera,6
6313,C,Fantacy,2
6314,C,Doll,4
6315,A,Book,3
6316,-,Photo,37298
6317,-,Apple,3
6318,N,Free,11
6319,N,Camera,3
6320,C,Python,7
6321,C,Camera,12
6322,-,Sony,66351737
6323,A,Book,6
6324,C,Free,10
6325,B,Python,1092109
6326,A,Book,11
6327,A,Photo,13
6328,N,Photo,12
6329,A,Book,1
6330,B,Python,9
6331,N,Apple,8
6332,A,Openmpi,1
6333,A,Book,15
6334,C,Photo,3
6335,C,Apple,23912
6336,C,Sony,1
6337,-,Book,6
6338,N,Free,2
6339,B,Doll,14
6340,B,Openmpi,2
6341,-,Sony,37298
6342,N,Apple,66351737
6343,N,Camera,14
6344,B,Book,10
6345,C,Sony,12
6346,-,Sony,23912
6347,A,Doll,9
6348,N,Sony,12
6349,C,Free,12
6350,B,Free,12
6351,A,Photo,3
6352,-,Python,3
6353,N,Camera,3
6354,-,Camera,1092109
6355,A,Book,10
6356,-,Sony,13
6357,N,Doll,5
6358,-,Apple,13
6359,N,Doll,3
6360,-,Fantacy,14
6361,C,Openmpi,1092109
6362,A,Free,5
6363,N,Python,6
6364,A,Fantacy,2
6365,-,Free,12
6366,-,Photo,3
6367,A,Photo,66351737
6368,C,Book,2
6369,C,Free,11
6370,B,Sony,6
6371,C,Book,5
6372,N,Fantacy,5
6373,N,Doll,23912
6374,A,Doll,1092109
6375,-,Sony,66351737
6376,-,Apple,7
6377,-,Book,8
6378,C,Sony,9
6379,N,Camera,5
6380,B,Doll,15
6381,-,Free,9
6382,N,Sony,37298
6383,B,Photo,3000000
6384,N,Doll,66351737
6385,C,Photo,7
6386,-,Camera,66351737
6387,-,Camera,5
6388,B,Apple,3
6389,-,Python,12
6390,C,Python,13
6391,C,Doll,14
6392,A,Fantacy,15
6393,C,Python,5
6394,-,Openmpi,12
6395,B,Book,2
6396,N,Python,2
6397,-,Free,1092109
6398,N,Sony,1092109
6399,B,Fantacy,4
6400,A,Camera,6
6401,-,Sony,66351737
6402,A,Python,23912
6403,B,Photo,8
6404,C,Python,1092109
6405,B,Photo,66351737
6406,B,Photo,1092109
6407,B,Sony,5
6408,A,Camera,9
6409,B,Openmpi,1
6410,A,Sony,8
6411,A,Python,66351737
6412,C,Doll,3000000
6413,A,Free,2
6414,-,Doll,6
6415,N,Apple,7
6416,-,Sony,2
6417,C,Camera,15
6418,N,Apple,7
6419,A,Apple,4
6420,N,Fantacy,10
6421,N,Python,5
6422,-,Openmpi,7
6423,-,Sony,37298
6424,C,Free,2
6425,N,Free,2
6426,-,Photo,3000000
6427,B,Openmpi,11
6428,A,Free,15
6429,B,Fantacy,3000000
6430,B,Openmpi,2
6431,N,Book,13
6432,N,Free,5
6433,N,Sony,9
6434,B,Book,2
6435,B,Book,37298
6436,-,Book,1
6437,-,Apple,6
6438,A,Book,6
6439,-,Fantacy,37298
6440,B,Free,14
6441,N,Apple,9
6442,C,Camera,8
6443,N,Python,23912
6444,B,Book,1092109
6445,C,Openmpi,15
6446,N,Free,11
6447,-,Free,5
6448,N,Python,14
6449,C,Camera,7
6450,N,Python,2
6451,B,Free,15
6452,B,Camera,10
6453,A,Free,1092109
6454,-,Openmpi,11
6455,N,Free,1
6456,-,Book,23912
6457,A,Python,1
6458,-,Book,11
6459,-,Sony,3
6460,C,Book,3
6461,-,Book,1
6462,C,Doll,3000000
6463,A,Python,15
6464,-,Free,15
6465,C,Free,7
6466,-,Book,13
6467,C,Free,66351737
6468,-,Openmpi,15
6469,-,Book,5
6470,C,Camera,4
6471,C,Apple,5
6472,B,Openmpi,15
6473,A,Sony,6
6474,B,Openmpi,15
6475,A,Apple,9
6476,C,Doll,1092109
6477,B,Apple,15
6478,-,Photo,12
6479,N,Photo,2
6480,B,Sony,23912
6481,A,Fantacy,2
6482,A,Python,23912
6483,N,Book,5
6484,A,Openmpi,3
6485,B,Photo,7
6486,N,Apple,3000000
6487,N,Photo,9
6488,-,Free,7
6489,B,Python,3000000
6490,N,Openmpi,3
6491,N,Camera,9
6492,B,Sony,37298
6493,N,Doll,13
6494,A,Openmpi,3
6495,N,Free,3000000
6496,B,Free,11
6497,-,Photo,5
6498,-,Sony,7
6499,-,Camera,15
6500,B,Apple,2
6501,B,Camera,9
6502,B,Photo,4
6503,A,Apple,66351737
6504,A,Doll,12
6505,-,Book,23912
6506,-,Fantacy,15
6507,C,Python,9
6508,-,Openmpi,15
6509,B,Book,3
6510,B,Camera,11
6511,A,Apple,1092109
6512,A,Python,1
6513,-,Python,4
6514,N,Camera,2
6515,N,Fantacy,4
6516,B,Free,6
6517,-,Free,12
6518,N,Photo,7
6519,B,Openmpi,3
6520,N,Apple,8
6521,N,Doll,11
6522,N,Book,15
6523,N,Openmpi,5
6524,N,Fantacy,1
6525,A,Fantacy,12
6526,-,Sony,9
6527,N,Doll,12
6528,C,Apple,9
6529,B,Free,7
6530,C,Free,15
6531,N,Camera,12
6532,C,Apple,10
6533,-,Doll,12
6534,C,Fantacy,37298
6535,B,Apple,1
6536,C,Apple,11
6537,A,Fantacy,7
6538,C,Doll,23912
6539,A,Fantacy,11
6540,N,Openmpi,37298
6541,C,Photo,14
6542,-,Apple,13
6543,C,Openmpi,13
6544,A,Openmpi,3
6545,B,Free,6
6546,C,Fantacy,13
6547,-,Doll,1092109
6548,N,Apple,66351737
6549,C,Photo,12
6550,C,Book,3000000
6551,N,Book,5
6552,N,Apple,7
6553,N,Apple,23912
6554,C,Apple,11
6555,N,Book,9
6556,B,Fantacy,2
6557,B,Python,4
6558,N,Book,3000000
6559,-,Photo,9
6560,A,Photo,10
6561,C,Camera,37298
6562,C,Fantacy,10
6563,C,Free,10
6564,B,Free,14
6565,C,Book,3000000
6566,A,Apple,6
6567,B,Doll,4
6568,N,Fantacy,15
6569,N,Book,8
6570,N,Fantacy,37298
6571,-,Book,10
6572,-,Book,66351737
6573,-,Free,4
6574,-,Doll,23912
6575,B,Sony,5
6576,-,Camera,13
6577,B,Openmpi,66351737
6578,A,Fantacy,15
6579,-,Book,1
6580,C,Book,5
6581,B,Photo,14
6582,B,Fantacy,8
6583,B,Photo,37298
6584,N,Python,9
6585,N,Doll,3
6586,-,Photo,2
6587,-,Python,3
6588,B,Python,23912
6589,N,Doll,13
6590,C,Free,6
6591,A,Sony,66351737
6592,A,Free,66351737
6593,A,Free,23912
6594,N,Photo,1092109
6595,B,Sony,3000000
6596,B,Doll,12
6597,C,Photo,9
6598,-,Camera,1
6599,B,Free,23912
6600,C,Openmpi,23912
6601,N,Free,11
6602,N,Doll,37298
6603,-,Fantacy,1092109
6604,B,Doll,3000000
6605,C,Python,5
6606,-,Openmpi,2
6607,B,Camera,6
6608,-,Camera,3000000
6609,-,Book,15
6610,B,Camera,3000000
6611,-,Apple,9
6612,N,Fantacy,5
6613,B,Book,13
6614,A,Sony,12
6615,N,Camera,12
6616,C,Doll,5
6617,-,Camera,3000000
6618,N,Apple,37298
6619,-,Sony,66351737
6620,C,Python,3
6621,A,Photo,3
6622,N,Camera,1092109
6623,B,Photo,9
6624,N,Photo,6
6625,A,Doll,1092109
6626,-,Doll,66351737
6627,A,Book,1092109
6628,B,Apple,66351737
6629,A,Sony,12
6630,A,Python,7
6631,C,Camera,1
6632,C,Sony,23912
6633,N,Python,13
6634,A,Free,1
6635,C,Free,6
6636,C,Camera,10
6637,C,Fantacy,23912
6638,N,Free,13
6639,B,Free,37298
6640,A,Fantacy,12
6641,A,Fantacy,13
6642,-,Photo,2
6643,A,Openmpi,6
6644,N,Apple,3000000
6645,C,Apple,11
6646,N,Book,9
6647,B,Doll,10
6648,B,Camera,23912
6649,A,Python,15
6650,C,Apple,13
6651,A,Doll,9
6652,-,Apple,13
6653,B,Python,11
6654,-,Book,23912
6655,A,Apple,10
6656,-,Camera,1
6657,A,Sony,11
6658,N,Openmpi,13
6659,-,Photo,9
6660,-,Fantacy,13
6661,B,Camera,9
6662,A,Photo,37298
6663,N,Camera,2
6664,A,Python,1
6665,-,Book,7
6666,N,Camera,8
6667,B,Apple,11
6668,A,Photo,66351737
6669,N,Apple,8
6670,A,Openmpi,37298
6671,A,Python,3
6672,A,Free,2
6673,A,Sony,5
6674,C,Openmpi,4
6675,-,Apple,23912
6676,A,Book,37298
6677,N,Apple,12
6678,N,Fantacy,9
6679,B,Sony,3000000
6680,C,Camera,15
6681,-,Openmpi,2
6682,N,Photo,5
6683,-,Doll,66351737
6684,C,Python,1092109
6685,-,Apple,3000000
6686,B,Book,1
6687,B,Book,12
6688,C,Sony,1
6689,A,Book,8
6690,C,Python,23912
6691,A,Photo,37298
6692,N,Book,11
6693,A,Apple,14
6694,-,Openmpi,15
6695,B,Doll,3
6696,C,Doll,23912
6697,B,Book,1
6698,A,Photo,5
6699,N,Doll,5
6700,N,Book,3
6701,N,Fantacy,12
6702,N,Openmpi,1
6703,C,Free,7
6704,N,Apple,9
6705,C,Free,7
6706,N,Free,66351737
6707,C,Openmpi,3
6708,C,Openmpi,13
6709,C,Apple,3
6710,N,Book,9
6711,B,Fantacy,1
6712,B,Book,4
6713,C,Camera,1092109
6714,-,Apple,3
6715,A,Book,3
6716,-,Fantacy,23912
6717,N,Python,11
6718,B,Python,66351737
6719,A,Sony,6
6720,N,Doll,1092109
6721,C,Fantacy,4
6722,N,Photo,13
6723,-,Photo,11
6724,C,Sony,11
6725,A,Fantacy,14
6726,-,Doll,2
6727,N,Python,2
6728,C,Python,15
6729,B,Book,8
6730,A,Doll,1
6731,A,Doll,12
6732,A,Free,1092109
6733,N,Camera,15
6734,A,Camera,13
6735,C,Apple,13
6736,N,Doll,9
6737,A,Openmpi,15
6738,B,Python,13
6739,N,Sony,6
6740,B,Openmpi,6
6741,A,Fantacy,6
6742,-,Python,5
6743,C,Photo,5
6744,A,Free,4
6745,N,Fantacy,8
6746,C,Book,3
6747,B,Python,8
6748,B,Fantacy,6
6749,B,Apple,66351737
6750,-,Photo,1092109
6751,A,Openmpi,8
6752,C,Doll,11
6753,-,Free,5
6754,C,Doll,7
6755,N,Photo,9
6756,A,Openmpi,37298
6757,C,Sony,1
6758,B,Photo,7
6759,B,Doll,7
6760,C,Book,12
6761,N,Free,14
6762,-,Photo,4
6763,N,Sony,14
6764,C,Python,14
6765,B,Free,1
6766,A,Openmpi,11
6767,A,Doll,7
6768,C,Camera,4
6769,C,Doll,1
6770,-,Book,5
6771,C,Doll,1
6772,C,Book,2
6773,B,Camera,3000000
6774,N,Apple,1
6775,C,Camera,6
6776,B,Apple,3000000
6777,B,Apple,8
6778,-,Python,4
6779,-,Python,3000000
6780,-,Fantacy,13
6781,-,Fantacy,7
6782,N,Photo,1
6783,-,Book,23912
6784,N,Python,12
6785,-,Apple,10
6786,C,Book,3
6787,B,Free,15
6788,N,Sony,13
6789,-,Camera,11
6790,N,Book,3
6791,N,Python,8
6792,N,Doll,7
6793,B,Book,12
6794,B,Python,3
6795,A,Apple,5
6796,B,Free,37298
6797,A,Free,13
6798,N,Openmpi,3
6799,N,Camera,66351737
6800,B,Free,12
6801,N,Sony,3000000
6802,-,Openmpi,2
6803,A,Sony,7
6804,-,Camera,12
6805,C,Python,5
6806,N,Openmpi,9
6807,-,Python,9
6808,-,Openmpi,37298
6809,-,Book,14
6810,B,Book,15
6811,C,Free,3000000
6812,C,Fantacy,3000000
6813,C,Photo,12
6814,B,Book,9
6815,N,Sony,1
6816,B,Openmpi,6
6817,B,Camera,3000000
6818,N,Fantacy,6
6819,N,Apple,14
6820,A,Doll,1
6821,B,Apple,23912
6822,C,Apple,9
6823,A,Apple,5
6824,-,Fantacy,9
6825,N,Photo,37298
6826,-,Sony,23912
6827,B,Camera,1
6828,N,Fantacy,1
6829,-,Sony,13
6830,C,Book,1
6831,B,Openmpi,6
6832,-,Doll,1
6833,N,Openmpi,10
6834,C,Doll,6
6835,A,Openmpi,11
6836,A,Sony,1
6837,C,Sony,37298
6838,N,Apple,11
6839,B,Fantacy,4
6840,C,Free,13
6841,B,Camera,15
6842,N,Sony,12
6843,B,Sony,4
6844,N,Fantacy,37298
6845,A,Fantacy,5
6846,A,Doll,37298
6847,N,Python,9
6848,B,Sony,1
6849,A,Apple,7
6850,C,Doll,9
6851,B,Apple,2
6852,B,Apple,5
6853,B,Doll,12
6854,A,Apple,4
6855,A,Book,1
6856,A,Python,11
6857,-,Apple,3
6858,C,Fantacy,7
6859,-,Photo,3
6860,N,Python,10
6861,B,Book,6
6862,N,Openmpi,5
6863,N,Apple,66351737
6864,N,Sony,6
6865,A,Photo,13
6866,N,Photo,4
6867,B,Openmpi,23912
6868,-,Sony,4
6869,C,Photo,23912
6870,C,Photo,3000000
6871,N,Doll,1092109
6872,B,Photo,11
6873,B,Free,37298
6874,N,Doll,10
6875,N,Sony,11
6876,C,Apple,14
6877,A,Sony,15
6878,-,Openmpi,66351737
6879,-,Doll,10
6880,C,Sony,11
6881,A,Sony,1
6882,B,Openmpi,5
6883,C,Photo,13
6884,N,Camera,14
6885,-,Camera,9
6886,-,Apple,10
6887,B,Free,2
6888,N,Apple,9
6889,A,Python,11
6890,-,Free,12
6891,A,Doll,37298
6892,C,Openmpi,5
6893,A,Book,2
6894,-,Camera,23912
6895,-,Python,7
6896,-,Sony,12
6897,N,Sony,11
6898,A,Free,11
6899,B,Book,5
6900,C,Doll,23912
6901,A,Openmpi,9
6902,N,Fantacy,7
6903,-,Sony,12
6904,-,Book,66351737
6905,N,Camera,11
6906,-,Sony,8
6907,A,Sony,3
6908,B,Free,10
6909,B,Sony,1
6910,N,Apple,11
6911,A,Apple,66351737
6912,C,Doll,8
6913,B,Free,8
6914,B,Apple,7
6915,C,Doll,1092109
6916,C,Free,37298
6917,A,Photo,23912
6918,A,Sony,15
6919,B,Doll,11
6920,B,Sony,12
6921,N,Doll,11
6922,A,Python,2
6923,C,Free,6
6924,C,Fantacy,6
6925,B,Doll,15
6926,B,Book,11
6927,N,Openmpi,15
6928,C,Free,23912
6929,A,Python,13
6930,B,Photo,6
6931,B,Doll,23912
6932,C,Openmpi,66351737
6933,C,Book,3000000
6934,B,Sony,66351737
6935,-,Free,66351737
6936,B,Photo,1092109
6937,-,Fantacy,3
6938,B,Doll,11
6939,B,Doll,3
6940,B,Book,14
6941,A,Camera,8
6942,C,Free,11
6943,N,Book,5
6944,A,Free,37298
6945,A,Photo,7
6946,C,Python,5
6947,A,Doll,2
6948,B,Apple,13
6949,C,Python,11
6950,A,Doll,66351737
6951,-,Photo,66351737
6952,B,Python,10
6953,N,Photo,14
6954,-,Camera,66351737
6955,B,Apple,11
6956,N,Apple,9
6957,N,Photo,6
6958,-,Openmpi,15
6959,C,Python,15
6960,C,Apple,1092109
6961,N,Camera,1092109
6962,-,Book,4
6963,A,Free,9
6964,N,Openmpi,3000000
6965,N,Python,6
6966,B,Free,9
6967,C,Free,14
6968,-,Sony,23912
6969,C,Fantacy,4
6970,-,Photo,3000000
6971,B,Photo,14
6972,B,Camera,13
6973,N,Sony,6
6974,A,Doll,15
6975,N,Camera,10
6976,N,Camera,8
6977,N,Sony,12
6978,A,Apple,15
6979,C,Openmpi,6
6980,B,Camera,3
6981,C,Sony,5
6982,A,Openmpi,66351737
6983,A,Camera,2
6984,B,Openmpi,11
6985,A,Python,15
6986,A,Fantacy,8
6987,C,Sony,14
6988,B,Fantacy,9
6989,-,Free,6
6990,B,Fantacy,3
6991,-,Fantacy,3
6992,C,Fantacy,2
6993,C,Doll,4
6994,C,Book,7
6995,B,Openmpi,5
6996,-,Fantacy,8
6997,C,Book,23912
6998,N,Apple,10
6999,B,Free,3000000
7000,N,Openmpi,15
7001,-,Book,9
7002,B,Free,23912
7003,-,Sony,3
7004,A,Apple,2
7005,A,Photo,3
7006,A,Doll,12
7007,-,Book,12
7008,N,Camera,3
7009,N,Openmpi,3
7010,N,Book,10
7011,B,Python,4
7012,C,Photo,12
7013,N,Photo,3
7014,N,Doll,10
7015,B,Book,12
7016,C,Photo,37298
7017,B,Camera,1
7018,A,Doll,14
7019,B,Apple,14
7020,-,Openmpi,37298
7021,C,Book,23912
7022,A,Apple,4
7023,C,Camera,3
7024,C,Free,12
7025,N,Python,13
7026,N,Free,12
7027,A,Book,4
7028,N,Sony,1092109
7029,C,Free,3
7030,C,Fantacy,8
7031,C,Photo,4
7032,A,Fantacy,5
7033,-,Camera,10
7034,A,Openmpi,10
7035,N,Python,12
7036,C,Python,3
7037,N,Apple,37298
7038,A,Python,12
7039,B,Python,7
7040,C,Photo,3000000
7041,B,Apple,1092109
7042,C,Book,66351737
7043,N,Doll,15
7044,-,Doll,10
7045,C,Python,7
7046,N,Doll,15
7047,B,Photo,23912
7048,B,Openmpi,3
7049,B,Camera,12
7050,B,Photo,23912
7051,C,Python,2
7052,N,Doll,14
7053,N,Apple,12
7054,N,Free,66351737
7055,C,Book,13
7056,N,Sony,5
7057,A,Openmpi,23912
7058,A,Book,14
7059,B,Openmpi,15
7060,B,Doll,3000000
7061,C,Apple,6
7062,N,Free,3
7063,-,Photo,4
7064,-,Free,5
7065,C,Python,10
7066,C,Camera,6
7067,A,Doll,37298
7068,B,Book,8
7069,A,Photo,6
7070,B,Photo,2
7071,N,Sony,23912
7072,C,Camera,5
7073,A,Camera,66351737
7074,-,Photo,6
7075,C,Doll,3000000
7076,B,Sony,15
7077,N,Photo,6
7078,N,Photo,8
7079,C,Photo,8
7080,C,Photo,15
7081,N,Sony,8
7082,B,Apple,3
7083,C,Fantacy,1
7084,N,Python,1
7085,A,Camera,66351737
7086,N,Book,2
7087,A,Book,6
7088,B,Apple,15
7089,A,Photo,10
7090,-,Free,9
7091,A,Openmpi,3000000
7092,-,Camera,15
7093,B,Openmpi,6
7094,A,Photo,14
7095,-,Apple,2
7096,A,Apple,13
7097,-,Python,2
7098,A,Fantacy,5
7099,N,Photo,7
7100,B,Photo,3000000
7101,A,Openmpi,13
7102,N,Free,3
7103,B,Doll,9
7104,N,Doll,5
7105,-,Python,66351737
7106,A,Python,8
7107,A,Photo,3000000
7108,A,Doll,10
7109,C,Book,6
7110,B,Sony,6
7111,-,Doll,1
7112,N,Python,6
7113,N,Free,37298
7114,A,Fantacy,3000000
7115,C,Sony,66351737
7116,C,Photo,9
7117,B,Openmpi,5
7118,A,Doll,5
7119,N,Book,15
7120,C,Doll,23912
7121,N,Apple,15
7122,A,Photo,2
7123,-,Openmpi,9
7124,C,Python,6
7125,A,Fantacy,9
7126,A,Photo,1092109
7127,A,Book,7
7128,C,Photo,15
7129,B,Apple,3
7130,-,Openmpi,10
7131,A,Openmpi,9
7132,-,Photo,13
7133,-,Openmpi,6
7134,C,Fantacy,7
7135,-,Free,37298
7136,A,Photo,1092109
7137,B,Photo,15
7138,-,Book,12
7139,B,Photo,4
7140,N,Camera,15
7141,-,Camera,15
7142,B,Book,3000000
7143,C,Free,4
7144,B,Openmpi,23912
7145,A,Photo,23912
7146,A,Free,5
7147,A,Camera,10
7148,A,Free,4
7149,A,Free,4
7150,B,Sony,3000000
7151,C,Photo,13
7152,N,Python,11
7153,A,Sony,7
7154,C,Apple,15
7155,N,Python,9
7156,N,Openmpi,1
7157,C,Doll,15
7158,A,Apple,11
7159,-,Book,12
7160,B,Fantacy,5
7161,N,Doll,15
7162,B,Doll,7
7163,C,Sony,23912
7164,C,Fantacy,10
7165,B,Fantacy,8
7166,C,Sony,1
7167,-,Free,10
7168,C,Fantacy,9
7169,N,Python,23912
7170,B,Free,4
7171,-,Book,7
7172,N,Camera,37298
7173,N,Apple,10
7174,A,Doll,1092109
7175,B,Python,23912
7176,-,Photo,3000000
7177,B,Sony,2
7178,C,Python,1092109
7179,C,Fantacy,2
7180,-,Fantacy,10
7181,C,Photo,9
7182,-,Book,15
7183,A,Doll,5
7184,A,Python,8
7185,B,Book,23912
7186,C,Photo,6
7187,A,Camera,15
7188,A,Camera,3000000
7189,B,Camera,66351737
7190,A,Doll,6
7191,A,Free,23912
7192,-,Apple,11
7193,C,Apple,23912
7194,-,Sony,37298
7195,C,Camera,12
7196,B,Sony,66351737
7197,-,Free,5
7198,-,Doll,3000000
7199,B,Free,1
7200,-,Free,13
7201,B,Sony,66351737
7202,-,Openmpi,10
7203,A,Free,9
7204,C,Sony,7
7205,N,Camera,1
7206,B,Photo,3
7207,B,Free,13
7208,B,Fantacy,6
7209,N,Openmpi,15
7210,N,Book,4
7211,B,Python,5
7212,-,Apple,15
7213,B,Photo,3
7214,B,Free,66351737
7215,A,Python,1
7216,N,Book,12
7217,C,Openmpi,37298
7218,A,Openmpi,1
7219,A,Photo,3
7220,C,Apple,10
7221,A,Apple,13
7222,-,Camera,8
7223,B,Openmpi,4
7224,C,Book,4
7225,B,Python,11
7226,-,Book,2
7227,C,Openmpi,5
7228,-,Book,9
7229,N,Python,8
7230,-,Doll,14
7231,A,Book,2
7232,A,Sony,15
7233,C,Camera,3
7234,N,Sony,3
7235,N,Fantacy,2
7236,B,Photo,14
7237,-,Apple,3000000
7238,C,Python,23912
7239,C,Free,5
7240,A,Openmpi,9
7241,A,Openmpi,12
7242,-,Camera,4
7243,A,Free,8
7244,-,Python,1
7245,C,Fantacy,9
7246,A,Camera,10
7247,A,Apple,15
7248,C,Photo,14
7249,C,Openmpi,11
7250,-,Book,23912
7251,B,Sony,12
7252,-,Book,8
7253,N,Camera,23912
7254,N,Sony,12
7255,A,Sony,5
7256,A,Fantacy,1
7257,-,Apple,15
7258,N,Free,12
7259,B,Free,9
7260,C,Camera,8
7261,C,Sony,8
7262,N,Python,3000000
7263,B,Fantacy,66351737
7264,-,Apple,1092109
7265,-,Sony,6
7266,-,Photo,15
7267,C,Sony,2
7268,N,Free,3
7269,B,Python,9
7270,C,Openmpi,7
7271,B,Free,3
7272,C,Python,3
7273,A,Book,1
7274,A,Book,12
7275,A,Openmpi,1092109
7276,-,Sony,66351737
7277,A,Openmpi,1092109
7278,B,Free,5
7279,-,Camera,7
7280,N,Doll,2
7281,-,Python,23912
7282,B,Photo,1
7283,A,Camera,11
7284,C,Free,14
7285,-,Free,66351737
7286,N,Free,9
7287,B,Openmpi,6
7288,C,Python,10
7289,A,Camera,11
7290,A,Sony,3000000
7291,B,Free,23912
7292,-,Openmpi,4
7293,-,Photo,37298
7294,B,Book,1092109
7295,C,Openmpi,2
7296,C,Fantacy,1
7297,-,Book,15
7298,N,Photo,15
7299,B,Python,1
7300,N,Doll,3000000
7301,A,Book,15
7302,A,Python,4
7303,A,Python,6
7304,N,Book,1
7305,B,Fantacy,3
7306,N,Fantacy,23912
7307,C,Book,23912
7308,B,Apple,15
7309,B,Doll,3000000
7310,A,Fantacy,3000000
7311,-,Camera,6
7312,B,Python,23912
7313,N,Free,2
7314,-,Openmpi,15
7315,C,Sony,15
7316,-,Fantacy,9
7317,-,Apple,11
7318,C,Apple,66351737
7319,C,Sony,6
7320,B,Apple,4
7321,N,Python,7
7322,A,Book,3000000
7323,-,Apple,9
7324,-,Python,9
7325,A,Camera,4
7326,C,Sony,12
7327,B,Book,14
7328,B,Photo,23912
7329,C,Doll,4
7330,B,Python,9
7331,-,Book,2
7332,A,Fantacy,5
7333,C,Camera,10
7334,C,Sony,9
7335,N,Fantacy,7
7336,B,Sony,2
7337,B,Free,2
7338,B,Fantacy,37298
7339,A,Photo,1
7340,B,Python,10
7341,B,Camera,3
7342,B,Openmpi,13
7343,A,Doll,12
7344,N,Photo,23912
7345,B,Photo,14
7346,A,Apple,3
7347,C,Python,14
7348,C,Camera,8
7349,B,Doll,3
7350,-,Book,7
7351,N,Photo,3
7352,-,Book,11
7353,N,Apple,7
7354,N,Camera,1
7355,C,Openmpi,11
7356,N,Python,37298
7357,-,Camera,6
7358,C,Apple,8
7359,N,Doll,37298
7360,B,Book,66351737
7361,C,Camera,1
7362,B,Apple,7
7363,B,Camera,12
7364,N,Camera,5
7365,-,Apple,13
7366,C,Sony,12
7367,-,Book,9
7368,-,Fantacy,7
7369,B,Free,9
7370,-,Sony,37298
7371,A,Free,10
7372,B,Openmpi,4
7373,-,Book,11
7374,B,Python,4
7375,B,Openmpi,6
7376,B,Free,11
7377,N,Book,13
7378,A,Photo,15
7379,-,Free,12
7380,C,Doll,66351737
7381,C,Book,5
7382,N,Book,15
7383,A,Photo,12
7384,-,Photo,37298
7385,B,Photo,23912
7386,N,Camera,7
7387,-,Apple,11
7388,C,Python,15
7389,A,Fantacy,9
7390,N,Book,5
7391,N,Photo,37298
7392,-,Camera,1
7393,N,Fantacy,10
7394,-,Free,14
7395,A,Camera,3
7396,A,Sony,3
7397,C,Sony,3
